Source,Target,Type,Weight
Paper_1,measure firm-level technology convergence capability,HAS_PURPOSE,1.0
Paper_1,understand innovation strategy for technological capabilities,HAS_PURPOSE,1.0
Paper_1,convergence between manufacturing technology and Industry 4.0 foundation technologies,HAS_BACKGROUND,1.0
Paper_1,previous work on innovation strategy,HAS_BACKGROUND,1.0
Paper_1,patent network analysis,HAS_METHODOLOGY,1.0
Paper_1,three centrality indices,HAS_METHODOLOGY,1.0
Paper_1,panel regression,HAS_METHODOLOGY,1.0
Paper_1,empirical analysis on top 30 firms,HAS_METHODOLOGY,1.0
Paper_1,TC degree positively influences overall innovation,HAS_RESULTS,1.0
Paper_1,TC degree negatively influences convergent innovation,HAS_RESULTS,1.0
Paper_1,TC betweenness has opposite effect,HAS_RESULTS,1.0
Paper_1,convergent innovation is ratio of TC patents to total patents,HAS_RESULTS,1.0
Paper_2,Propose hybrid-patent-classification approach,HAS_PURPOSE,1.0
Paper_2,Effective patent management essential,HAS_BACKGROUND,1.0
Paper_2,Patent classification critical,HAS_BACKGROUND,1.0
Paper_2,Conventional classification methods exist,HAS_BACKGROUND,1.0
Paper_2,Hybrid approach combining novel patent-network-based method,HAS_METHODOLOGY,1.0
Paper_2,Three conventional methods,HAS_METHODOLOGY,1.0
Paper_2,Content-based classification,HAS_METHODOLOGY,1.0
Paper_2,Citation-based classification,HAS_METHODOLOGY,1.0
Paper_2,Metadata-based classification,HAS_METHODOLOGY,1.0
Paper_2,Modified k-nearest neighbor classifier,HAS_METHODOLOGY,1.0
Paper_2,Reachable nodes analysis,HAS_METHODOLOGY,1.0
Paper_2,Relevance calculation,HAS_METHODOLOGY,1.0
Paper_2,Hybrid approach yields more accurate class predictions,HAS_RESULTS,1.0
Paper_2,Outperforms conventional methods,HAS_RESULTS,1.0
Paper_2,Patent-network-based approach improves accuracy,HAS_RESULTS,1.0
Paper_3,finding patterns of convergence,HAS_PURPOSE,1.0
Paper_3,identify variables affecting convergence,HAS_PURPOSE,1.0
Paper_3,technological convergence in robotics,HAS_BACKGROUND,1.0
Paper_3,network analysis of patents,HAS_BACKGROUND,1.0
Paper_3,quadratic assignment procedures,HAS_METHODOLOGY,1.0
Paper_3,QAP,HAS_METHODOLOGY,1.0
Paper_3,patent network analysis,HAS_METHODOLOGY,1.0
Paper_3,patent network ecology related to convergence,HAS_RESULTS,1.0
Paper_3,technologies with potential to converge,HAS_RESULTS,1.0
Paper_3,convergence-based R&D policies,HAS_RESULTS,1.0
Paper_4,understand quantum ecosystem,HAS_PURPOSE,1.0
Paper_4,push quantum movements,HAS_PURPOSE,1.0
Paper_4,quantum technologies transformative,HAS_BACKGROUND,1.0
Paper_4,quantum ecosystem critical,HAS_BACKGROUND,1.0
Paper_4,articles lack interconnected relations,HAS_BACKGROUND,1.0
Paper_4,innovation ecosystem theory,HAS_METHODOLOGY,1.0
Paper_4,social-technical system theory,HAS_METHODOLOGY,1.0
Paper_4,patent network analysis,HAS_METHODOLOGY,1.0
Paper_4,quantum computation subfield,HAS_RESULTS,1.0
Paper_4,long-term attributes backgrounds,HAS_RESULTS,1.0
Paper_4,path toward focal actor,HAS_RESULTS,1.0
Paper_5,structure technology convergence network,HAS_PURPOSE,1.0
Paper_5,integrate different results,HAS_PURPOSE,1.0
Paper_5,analyze patent network characteristics,HAS_PURPOSE,1.0
Paper_5,large database of patent,HAS_BACKGROUND,1.0
Paper_5,technology convergence,HAS_BACKGROUND,1.0
Paper_5,previous work on patent network,HAS_BACKGROUND,1.0
Paper_5,patent co-class analysis,HAS_METHODOLOGY,1.0
Paper_5,patent citation analysis,HAS_METHODOLOGY,1.0
Paper_5,centrality analysis,HAS_METHODOLOGY,1.0
Paper_5,association rule mining,HAS_METHODOLOGY,1.0
Paper_5,brokerage network analysis,HAS_METHODOLOGY,1.0
Paper_5,core safety fields compared,HAS_RESULTS,1.0
Paper_5,medical safety,HAS_RESULTS,1.0
Paper_5,working safety,HAS_RESULTS,1.0
Paper_5,vehicle safety,HAS_RESULTS,1.0
Paper_5,detailed technology in core patent class,HAS_RESULTS,1.0
Paper_5,implications for stakeholders,HAS_RESULTS,1.0
Paper_5,support collective decision making,HAS_RESULTS,1.0
Paper_6,Propose a novel patent network-based classification method,HAS_PURPOSE,1.0
Paper_6,Patent management is essential for competitive advantage,HAS_BACKGROUND,1.0
Paper_6,Classification of patents is essential for patent management,HAS_BACKGROUND,1.0
Paper_6,Construct patent network with various types of nodes,HAS_METHODOLOGY,1.0
Paper_6,Analyze reachable nodes in patent ontology network,HAS_METHODOLOGY,1.0
Paper_6,Use modified k-nearest neighbor classifier,HAS_METHODOLOGY,1.0
Paper_6,Evaluate performance on USPTO dataset,HAS_METHODOLOGY,1.0
Paper_6,Compare with conventional methods,HAS_METHODOLOGY,1.0
Paper_6,Proposed approach outperforms conventional approaches,HAS_RESULTS,1.0
Paper_6,Demonstrate superior performance on test dataset,HAS_RESULTS,1.0
Paper_7,improve efficiency and quality of patent analysis,HAS_PURPOSE,1.0
Paper_7,patent network analysis is a useful tool for technology management,HAS_BACKGROUND,1.0
Paper_7,traditional methods of patent analysis exist,HAS_BACKGROUND,1.0
Paper_7,current method has limitations,HAS_BACKGROUND,1.0
Paper_7,artificial intelligence techniques,HAS_METHODOLOGY,1.0
Paper_7,automated procedure for searching patent documents,HAS_METHODOLOGY,1.0
Paper_7,extracting patent keywords,HAS_METHODOLOGY,1.0
Paper_7,determining weight of each patent keyword,HAS_METHODOLOGY,1.0
Paper_7,generate sophisticated visualization,HAS_METHODOLOGY,1.0
Paper_7,proposes a novel method called intelligent patent network analysis,HAS_RESULTS,1.0
Paper_7,method enables visual network with great precision,HAS_RESULTS,1.0
Paper_7,verified utility with CNT-BLU patents,HAS_RESULTS,1.0
Paper_8,Study appropriability efforts,HAS_PURPOSE,1.0
Paper_8,Analyze technological trajectories,HAS_PURPOSE,1.0
Paper_8,Patent citations networks,HAS_BACKGROUND,1.0
Paper_8,Genetically modified organisms,HAS_BACKGROUND,1.0
Paper_8,Identify technological trajectories,HAS_METHODOLOGY,1.0
Paper_8,Study scale-free networks,HAS_METHODOLOGY,1.0
Paper_8,Legal enforcement indicators,HAS_METHODOLOGY,1.0
Paper_8,Effective in collecting royalties,HAS_RESULTS,1.0
Paper_8,Deterring potential entrants,HAS_RESULTS,1.0
Paper_8,Delaying R&D investments,HAS_RESULTS,1.0
Paper_9,Propose a two-stage retrieval strategy,HAS_PURPOSE,1.0
Paper_9,Systematic method for patent network analysis,HAS_PURPOSE,1.0
Paper_9,Patent analysis of cloud computing,HAS_BACKGROUND,1.0
Paper_9,Few attempts made,HAS_BACKGROUND,1.0
Paper_9,Rise of cloud computing technology,HAS_BACKGROUND,1.0
Paper_9,Bibliometric and network analyses,HAS_METHODOLOGY,1.0
Paper_9,Two-stage patent retrieval method,HAS_METHODOLOGY,1.0
Paper_9,Gray relational-based cluster analysis,HAS_METHODOLOGY,1.0
Paper_9,Visual networks and technology centrality indexes,HAS_METHODOLOGY,1.0
Paper_9,Identify patents belonging to cloud computing,HAS_RESULTS,1.0
Paper_9,Reveal overall patent structure,HAS_RESULTS,1.0
Paper_9,Identify key technologies,HAS_RESULTS,1.0
Paper_9,Provide valuable reference for enterprises,HAS_RESULTS,1.0
Paper_10,explore changes in global innovation networks,HAS_PURPOSE,1.0
Paper_10,driving forces,HAS_PURPOSE,1.0
Paper_10,global patent cooperation data,HAS_BACKGROUND,1.0
Paper_10,1999 to 2020,HAS_BACKGROUND,1.0
Paper_10,previous work,HAS_BACKGROUND,1.0
Paper_10,social network analysis,HAS_METHODOLOGY,1.0
Paper_10,global innovation networks,HAS_METHODOLOGY,1.0
Paper_10,factor identification,HAS_METHODOLOGY,1.0
Paper_10,network accessibility improved,HAS_RESULTS,1.0
Paper_10,scale-free network characteristics,HAS_RESULTS,1.0
Paper_10,China's position increasing,HAS_RESULTS,1.0
measure firm-level technology convergence capability,understand innovation strategy for technological capabilities,RELATED_TO,0.6784703521525918
measure firm-level technology convergence capability,finding patterns of convergence,RELATED_TO,0.6139399928850291
measure firm-level technology convergence capability,identify variables affecting convergence,RELATED_TO,0.6191737264695514
measure firm-level technology convergence capability,structure technology convergence network,RELATED_TO,0.761953997290195
measure firm-level technology convergence capability,analyze patent network characteristics,RELATED_TO,0.576185214951777
measure firm-level technology convergence capability,Propose a novel patent network-based classification method,RELATED_TO,0.5141158361779459
measure firm-level technology convergence capability,Analyze technological trajectories,RELATED_TO,0.5203213155154438
measure firm-level technology convergence capability,Systematic method for patent network analysis,RELATED_TO,0.5369941792695654
measure firm-level technology convergence capability,explore changes in global innovation networks,RELATED_TO,0.5490912447025637
understand innovation strategy for technological capabilities,Propose hybrid-patent-classification approach,RELATED_TO,0.5159826539841962
understand innovation strategy for technological capabilities,structure technology convergence network,RELATED_TO,0.569704683089439
understand innovation strategy for technological capabilities,analyze patent network characteristics,RELATED_TO,0.507084553700197
understand innovation strategy for technological capabilities,Study appropriability efforts,RELATED_TO,0.5039922644084815
understand innovation strategy for technological capabilities,Analyze technological trajectories,RELATED_TO,0.611044529976038
understand innovation strategy for technological capabilities,explore changes in global innovation networks,RELATED_TO,0.5469910108813273
Propose hybrid-patent-classification approach,analyze patent network characteristics,RELATED_TO,0.6356668124064467
Propose hybrid-patent-classification approach,Propose a novel patent network-based classification method,RELATED_TO,0.8288408124043225
Propose hybrid-patent-classification approach,improve efficiency and quality of patent analysis,RELATED_TO,0.6774496033210348
Propose hybrid-patent-classification approach,Analyze technological trajectories,RELATED_TO,0.5066173949637242
Propose hybrid-patent-classification approach,Systematic method for patent network analysis,RELATED_TO,0.714546018177233
finding patterns of convergence,identify variables affecting convergence,RELATED_TO,0.7765334697136728
finding patterns of convergence,structure technology convergence network,RELATED_TO,0.6403880598493001
finding patterns of convergence,Systematic method for patent network analysis,RELATED_TO,0.5103394978344086
identify variables affecting convergence,structure technology convergence network,RELATED_TO,0.6055374567263557
identify variables affecting convergence,integrate different results,RELATED_TO,0.5413526178561131
identify variables affecting convergence,analyze patent network characteristics,RELATED_TO,0.5205707448992163
understand quantum ecosystem,push quantum movements,RELATED_TO,0.5931352545320905
push quantum movements,Analyze technological trajectories,RELATED_TO,0.51942635536817
structure technology convergence network,analyze patent network characteristics,RELATED_TO,0.5886878449520756
structure technology convergence network,Propose a novel patent network-based classification method,RELATED_TO,0.5524832634622199
structure technology convergence network,Analyze technological trajectories,RELATED_TO,0.5700276728128667
structure technology convergence network,Systematic method for patent network analysis,RELATED_TO,0.5720670485068032
structure technology convergence network,explore changes in global innovation networks,RELATED_TO,0.6351334217730756
analyze patent network characteristics,Propose a novel patent network-based classification method,RELATED_TO,0.8055073389496746
analyze patent network characteristics,improve efficiency and quality of patent analysis,RELATED_TO,0.7121350155946392
analyze patent network characteristics,Systematic method for patent network analysis,RELATED_TO,0.872488747878658
analyze patent network characteristics,explore changes in global innovation networks,RELATED_TO,0.6396524198676468
Propose a novel patent network-based classification method,improve efficiency and quality of patent analysis,RELATED_TO,0.6672941966236096
Propose a novel patent network-based classification method,Analyze technological trajectories,RELATED_TO,0.5025162312196945
Propose a novel patent network-based classification method,Systematic method for patent network analysis,RELATED_TO,0.8588521248767396
Propose a novel patent network-based classification method,explore changes in global innovation networks,RELATED_TO,0.5852189441377615
improve efficiency and quality of patent analysis,Systematic method for patent network analysis,RELATED_TO,0.7395194294025635
Analyze technological trajectories,Systematic method for patent network analysis,RELATED_TO,0.5198652995273784
Analyze technological trajectories,explore changes in global innovation networks,RELATED_TO,0.5302952862240521
Systematic method for patent network analysis,explore changes in global innovation networks,RELATED_TO,0.5905932148844742
convergence between manufacturing technology and Industry 4.0 foundation technologies,previous work on innovation strategy,RELATED_TO,0.5326980628453578
convergence between manufacturing technology and Industry 4.0 foundation technologies,technological convergence in robotics,RELATED_TO,0.6779840871159949
convergence between manufacturing technology and Industry 4.0 foundation technologies,quantum technologies transformative,RELATED_TO,0.519152783499111
convergence between manufacturing technology and Industry 4.0 foundation technologies,technology convergence,RELATED_TO,0.7523946193761466
convergence between manufacturing technology and Industry 4.0 foundation technologies,Classification of patents is essential for patent management,RELATED_TO,0.5102004693405453
convergence between manufacturing technology and Industry 4.0 foundation technologies,patent network analysis is a useful tool for technology management,RELATED_TO,0.5149664792353251
convergence between manufacturing technology and Industry 4.0 foundation technologies,Rise of cloud computing technology,RELATED_TO,0.5571114900124423
previous work on innovation strategy,technological convergence in robotics,RELATED_TO,0.5228332714041062
previous work on innovation strategy,network analysis of patents,RELATED_TO,0.5005883530202542
previous work on innovation strategy,technology convergence,RELATED_TO,0.5372896556590592
previous work on innovation strategy,previous work on patent network,RELATED_TO,0.613184306617659
previous work on innovation strategy,Classification of patents is essential for patent management,RELATED_TO,0.5199085523029662
previous work on innovation strategy,patent network analysis is a useful tool for technology management,RELATED_TO,0.5569692937734073
previous work on innovation strategy,traditional methods of patent analysis exist,RELATED_TO,0.5029807586826709
previous work on innovation strategy,previous work,RELATED_TO,0.6255568104861221
Effective patent management essential,Patent classification critical,RELATED_TO,0.5187782137423914
Effective patent management essential,network analysis of patents,RELATED_TO,0.6277005183976538
Effective patent management essential,large database of patent,RELATED_TO,0.6519601147049535
Effective patent management essential,previous work on patent network,RELATED_TO,0.6317940446057061
Effective patent management essential,Patent management is essential for competitive advantage,RELATED_TO,0.6911526687276387
Effective patent management essential,Classification of patents is essential for patent management,RELATED_TO,0.9212036889509171
Effective patent management essential,patent network analysis is a useful tool for technology management,RELATED_TO,0.6806953477590124
Effective patent management essential,traditional methods of patent analysis exist,RELATED_TO,0.6509773586335121
Effective patent management essential,global patent cooperation data,RELATED_TO,0.5962932100174669
Patent classification critical,Conventional classification methods exist,RELATED_TO,0.643024948652052
Patent classification critical,quantum ecosystem critical,RELATED_TO,0.627328870768925
Patent classification critical,Patent management is essential for competitive advantage,RELATED_TO,0.5835463351865395
Patent classification critical,current method has limitations,RELATED_TO,0.5126405265158125
Patent classification critical,Patent analysis of cloud computing,RELATED_TO,0.5034369561798869
Patent classification critical,Few attempts made,RELATED_TO,0.558447800088666
Conventional classification methods exist,traditional methods of patent analysis exist,RELATED_TO,0.5818243855425506
Conventional classification methods exist,current method has limitations,RELATED_TO,0.6170989345609447
Conventional classification methods exist,Patent citations networks,RELATED_TO,0.5239385388526192
Conventional classification methods exist,Patent analysis of cloud computing,RELATED_TO,0.5019917522761908
Conventional classification methods exist,Few attempts made,RELATED_TO,0.592528961295032
Conventional classification methods exist,Rise of cloud computing technology,RELATED_TO,0.5165508399018076
technological convergence in robotics,quantum technologies transformative,RELATED_TO,0.5184772738981586
technological convergence in robotics,technology convergence,RELATED_TO,0.8519966559490074
technological convergence in robotics,patent network analysis is a useful tool for technology management,RELATED_TO,0.5176301145172291
technological convergence in robotics,global patent cooperation data,RELATED_TO,0.5098646620814069
network analysis of patents,large database of patent,RELATED_TO,0.7439465498838148
network analysis of patents,technology convergence,RELATED_TO,0.5034226459162436
network analysis of patents,previous work on patent network,RELATED_TO,0.835966087126026
network analysis of patents,Classification of patents is essential for patent management,RELATED_TO,0.7061847748454713
network analysis of patents,patent network analysis is a useful tool for technology management,RELATED_TO,0.8982634451688687
network analysis of patents,traditional methods of patent analysis exist,RELATED_TO,0.7901218372687302
network analysis of patents,Patent citations networks,RELATED_TO,0.5943866170208254
network analysis of patents,Patent analysis of cloud computing,RELATED_TO,0.5248130557741699
network analysis of patents,global patent cooperation data,RELATED_TO,0.6873169304060794
quantum technologies transformative,quantum ecosystem critical,RELATED_TO,0.580073515664979
quantum technologies transformative,technology convergence,RELATED_TO,0.5589143011686324
quantum technologies transformative,Rise of cloud computing technology,RELATED_TO,0.5430446295695119
articles lack interconnected relations,previous work on patent network,RELATED_TO,0.514386183532603
articles lack interconnected relations,patent network analysis is a useful tool for technology management,RELATED_TO,0.500364443509644
articles lack interconnected relations,Patent citations networks,RELATED_TO,0.5142088366236244
large database of patent,previous work on patent network,RELATED_TO,0.7088956871969438
large database of patent,Classification of patents is essential for patent management,RELATED_TO,0.7252081220438626
large database of patent,patent network analysis is a useful tool for technology management,RELATED_TO,0.7085707892660535
large database of patent,traditional methods of patent analysis exist,RELATED_TO,0.7053493103919917
large database of patent,global patent cooperation data,RELATED_TO,0.7186213020035361
technology convergence,patent network analysis is a useful tool for technology management,RELATED_TO,0.5581992187355046
technology convergence,current method has limitations,RELATED_TO,0.5158603746066339
technology convergence,Rise of cloud computing technology,RELATED_TO,0.5741275847970793
technology convergence,global patent cooperation data,RELATED_TO,0.5285300417837684
technology convergence,1999 to 2020,RELATED_TO,0.5166634893118084
previous work on patent network,Classification of patents is essential for patent management,RELATED_TO,0.6719817689899967
previous work on patent network,patent network analysis is a useful tool for technology management,RELATED_TO,0.7993177621458457
previous work on patent network,traditional methods of patent analysis exist,RELATED_TO,0.6767676004601586
previous work on patent network,Patent citations networks,RELATED_TO,0.6183924309312054
previous work on patent network,global patent cooperation data,RELATED_TO,0.7030353130873128
previous work on patent network,previous work,RELATED_TO,0.5994681082390039
Patent management is essential for competitive advantage,Classification of patents is essential for patent management,RELATED_TO,0.6754864216577297
Patent management is essential for competitive advantage,patent network analysis is a useful tool for technology management,RELATED_TO,0.5502158214681587
Classification of patents is essential for patent management,patent network analysis is a useful tool for technology management,RELATED_TO,0.7284330072236183
Classification of patents is essential for patent management,traditional methods of patent analysis exist,RELATED_TO,0.7109517250896156
Classification of patents is essential for patent management,global patent cooperation data,RELATED_TO,0.6156911484766399
patent network analysis is a useful tool for technology management,traditional methods of patent analysis exist,RELATED_TO,0.7760013131103252
patent network analysis is a useful tool for technology management,Patent citations networks,RELATED_TO,0.5749888356993467
patent network analysis is a useful tool for technology management,Patent analysis of cloud computing,RELATED_TO,0.5680851114115866
patent network analysis is a useful tool for technology management,Rise of cloud computing technology,RELATED_TO,0.5196978331927422
patent network analysis is a useful tool for technology management,global patent cooperation data,RELATED_TO,0.6560326516634466
traditional methods of patent analysis exist,current method has limitations,RELATED_TO,0.5801713366760205
traditional methods of patent analysis exist,global patent cooperation data,RELATED_TO,0.6096563997926686
current method has limitations,1999 to 2020,RELATED_TO,0.5549942761169745
Patent citations networks,Patent analysis of cloud computing,RELATED_TO,0.5110650828388684
Patent analysis of cloud computing,Rise of cloud computing technology,RELATED_TO,0.8313113620482199
patent network analysis,empirical analysis on top 30 firms,RELATED_TO,0.5431744163336462
patent network analysis,Hybrid approach combining novel patent-network-based method,RELATED_TO,0.7523963478969236
patent network analysis,Reachable nodes analysis,RELATED_TO,0.6585557180879456
patent network analysis,patent co-class analysis,RELATED_TO,0.7184721788935494
patent network analysis,patent citation analysis,RELATED_TO,0.7820999884570801
patent network analysis,association rule mining,RELATED_TO,0.5393255718500115
patent network analysis,brokerage network analysis,RELATED_TO,0.7685253013328024
patent network analysis,Construct patent network with various types of nodes,RELATED_TO,0.808591474490207
patent network analysis,Analyze reachable nodes in patent ontology network,RELATED_TO,0.6966473881393617
patent network analysis,automated procedure for searching patent documents,RELATED_TO,0.6309173859890097
patent network analysis,extracting patent keywords,RELATED_TO,0.6555687937740786
patent network analysis,determining weight of each patent keyword,RELATED_TO,0.6287897264598816
patent network analysis,Bibliometric and network analyses,RELATED_TO,0.7462456439380051
patent network analysis,Two-stage patent retrieval method,RELATED_TO,0.6223781280006148
patent network analysis,Gray relational-based cluster analysis,RELATED_TO,0.5507657386564089
patent network analysis,Visual networks and technology centrality indexes,RELATED_TO,0.6108672976846318
patent network analysis,social network analysis,RELATED_TO,0.7096808685092629
patent network analysis,global innovation networks,RELATED_TO,0.6370619128444537
three centrality indices,centrality analysis,RELATED_TO,0.8124577435414675
three centrality indices,Visual networks and technology centrality indexes,RELATED_TO,0.7882348922478616
panel regression,factor identification,RELATED_TO,0.5251332956528539
empirical analysis on top 30 firms,Reachable nodes analysis,RELATED_TO,0.5122726022583762
empirical analysis on top 30 firms,patent co-class analysis,RELATED_TO,0.5035434722500867
empirical analysis on top 30 firms,patent citation analysis,RELATED_TO,0.5062920039959186
empirical analysis on top 30 firms,brokerage network analysis,RELATED_TO,0.5846751085456107
empirical analysis on top 30 firms,Bibliometric and network analyses,RELATED_TO,0.5571915661075064
empirical analysis on top 30 firms,Gray relational-based cluster analysis,RELATED_TO,0.5110983165866554
empirical analysis on top 30 firms,social network analysis,RELATED_TO,0.5158053482459338
empirical analysis on top 30 firms,factor identification,RELATED_TO,0.5007625329384495
Hybrid approach combining novel patent-network-based method,Three conventional methods,RELATED_TO,0.5877604617932252
Hybrid approach combining novel patent-network-based method,Content-based classification,RELATED_TO,0.5202247225520963
Hybrid approach combining novel patent-network-based method,Citation-based classification,RELATED_TO,0.5202247225520963
Hybrid approach combining novel patent-network-based method,Metadata-based classification,RELATED_TO,0.5202247225520963
Hybrid approach combining novel patent-network-based method,innovation ecosystem theory,RELATED_TO,0.505542214788741
Hybrid approach combining novel patent-network-based method,patent co-class analysis,RELATED_TO,0.5825523094334542
Hybrid approach combining novel patent-network-based method,patent citation analysis,RELATED_TO,0.5791579770181055
Hybrid approach combining novel patent-network-based method,brokerage network analysis,RELATED_TO,0.5341489062552162
Hybrid approach combining novel patent-network-based method,Construct patent network with various types of nodes,RELATED_TO,0.779999004750664
Hybrid approach combining novel patent-network-based method,Analyze reachable nodes in patent ontology network,RELATED_TO,0.6804942646115164
Hybrid approach combining novel patent-network-based method,Compare with conventional methods,RELATED_TO,0.5923022224005461
Hybrid approach combining novel patent-network-based method,artificial intelligence techniques,RELATED_TO,0.509793000003454
Hybrid approach combining novel patent-network-based method,automated procedure for searching patent documents,RELATED_TO,0.5707690419859464
Hybrid approach combining novel patent-network-based method,extracting patent keywords,RELATED_TO,0.6240726793045518
Hybrid approach combining novel patent-network-based method,determining weight of each patent keyword,RELATED_TO,0.6011750025057638
Hybrid approach combining novel patent-network-based method,Bibliometric and network analyses,RELATED_TO,0.5537118430266764
Hybrid approach combining novel patent-network-based method,Two-stage patent retrieval method,RELATED_TO,0.6859411936889284
Hybrid approach combining novel patent-network-based method,Visual networks and technology centrality indexes,RELATED_TO,0.5349316923439288
Hybrid approach combining novel patent-network-based method,global innovation networks,RELATED_TO,0.584551532505156
Three conventional methods,Content-based classification,RELATED_TO,0.5334837099157077
Three conventional methods,Citation-based classification,RELATED_TO,0.5334837099157077
Three conventional methods,Metadata-based classification,RELATED_TO,0.5334837099157077
Three conventional methods,Relevance calculation,RELATED_TO,0.5752323938457715
Three conventional methods,QAP,RELATED_TO,0.5268746152469124
Three conventional methods,Compare with conventional methods,RELATED_TO,0.9788402441056352
Three conventional methods,artificial intelligence techniques,RELATED_TO,0.5607708135132462
Three conventional methods,Identify technological trajectories,RELATED_TO,0.5028493941568749
Content-based classification,Citation-based classification,RELATED_TO,1.0000000000000009
Content-based classification,Metadata-based classification,RELATED_TO,1.0000000000000009
Content-based classification,Modified k-nearest neighbor classifier,RELATED_TO,0.6507600057552286
Content-based classification,Reachable nodes analysis,RELATED_TO,0.5538672043716529
Content-based classification,Relevance calculation,RELATED_TO,0.637404983162434
Content-based classification,QAP,RELATED_TO,0.7064204672951306
Content-based classification,patent co-class analysis,RELATED_TO,0.5113856196926172
Content-based classification,Use modified k-nearest neighbor classifier,RELATED_TO,0.6035187862353674
Content-based classification,Evaluate performance on USPTO dataset,RELATED_TO,0.6019137091810223
Content-based classification,Compare with conventional methods,RELATED_TO,0.5571408624842256
